cas_number,alias_name,normalized_alias,source_type,source_ref
7784-41-0,Potassium arsenate,potassiumarsenate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
7784-41-0,Potassium arsenate,potassiumarsenate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7784-41-0,ヒ酸カリウム,ヒ酸カリウム,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7784-41-0,砒素及びその化合物（アルシン及び砒化ガリウムを除く。）,砒素及びその化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
7784-41-0,砒素及びその化合物（アルシン及び砒化ガリウムを除く。）,砒素及びその化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7784-46- 5,Sodium arsenite,sodiumarsenite,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
7784-46- 5,Sodium arsenite,sodiumarsenite,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7784-46- 5,亜ヒ酸ナトリウム,亜ヒ酸ナトリウム,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7784-46- 5,砒素及びその化合物（アルシン及び砒化ガリウムを除く。）,砒素及びその化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
7784-46- 5,砒素及びその化合物（アルシン及び砒化ガリウムを除く。）,砒素及びその化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7786-81-4,Nickel(II) sulfate,nickelsulfate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
7786-81-4,Nickel(II) sulfate,nickelsulfate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7786-81-4,ニッケル化合物（ニッケルカルボニルを除き、粉状の物に限る。）,ニッケル化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
7786-81-4,ニッケル化合物（ニッケルカルボニルを除き、粉状の物に限る。）,ニッケル化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7786-81-4,硫酸ニッケル,硫酸ニッケル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7787-56-6,Beryllium sulfate tetrahydrate,berylliumsulfatetetrahydrate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
7787-56-6,Beryllium sulfate tetrahydrate,berylliumsulfatetetrahydrate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7787-56-6,ベリリウム及びその化合物,ベリリウム及びその化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
7787-56-6,ベリリウム及びその化合物,ベリリウム及びその化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7787-56-6,硫酸ベリリウム四水和物,硫酸ベリリウム四水和物,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7789-00-6,Potassium Chromate,potassiumchromate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
7789-00-6,Potassium Chromate,potassiumchromate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7789-00-6,クロム酸カリウム,クロム酸カリウム,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7789-00-6,クロム酸及びその塩,クロム酸及びその塩,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
7789-00-6,クロム酸及びその塩,クロム酸及びその塩,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7789-09-5,Ammonium Dichromate,ammoniumdichromate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
7789-09-5,Ammonium Dichromate,ammoniumdichromate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7789-09-5,二クロム酸アンモニウム,二クロム酸アンモニウム,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7789-09-5,重クロム酸アンモニウム,重クロム酸アンモニウム,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7789-09-5,重クロム酸及びその塩,重クロム酸及びその塩,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
7789-09-5,重クロム酸及びその塩,重クロム酸及びその塩,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7789-21-1,フルオロスルホン酸,フルオロスルホン酸,law_entry_raw_name,340CO0000000002:Article 1
7789-21-1,フルオロスルホン酸,フルオロスルホン酸,law_mapping_exact_name,340CO0000000002:Article 1
7789-42-6,Cadmium Bromide Anhydrate,cadmiumbromideanhydrate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
7789-42-6,Cadmium Bromide Anhydrate,cadmiumbromideanhydrate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7789-42-6,カドミウム及びその化合物,カドミウム及びその化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
7789-42-6,カドミウム及びその化合物,カドミウム及びその化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7789-42-6,臭化カドミウム無水和物,臭化カドミウム無水和物,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7790-34-3,Nickel iodide Hexahydrate,nickeliodidehexahydrate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
7790-34-3,Nickel iodide Hexahydrate,nickeliodidehexahydrate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7790-34-3,ニッケル化合物（ニッケルカルボニルを除き、粉状の物に限る。）,ニッケル化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
7790-34-3,ニッケル化合物（ニッケルカルボニルを除き、粉状の物に限る。）,ニッケル化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7790-34-3,ヨウ化ニッケル,ヨウ化ニッケル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7790-78-5,Cadmium chloride 5/2hydrate,cadmiumchloride5/2hydrate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
7790-78-5,Cadmium chloride 5/2hydrate,cadmiumchloride5/2hydrate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7790-78-5,カドミウム及びその化合物,カドミウム及びその化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
7790-78-5,カドミウム及びその化合物,カドミウム及びその化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7790-78-5,塩化カドミウム2.5水和物,塩化カドミウム2.5水和物,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7790-80-9,Cadmium iodide,cadmiumiodide,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
7790-80-9,Cadmium iodide,cadmiumiodide,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7790-80-9,カドミウム及びその化合物,カドミウム及びその化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
7790-80-9,カドミウム及びその化合物,カドミウム及びその化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7790-80-9,ヨウ化カドミウム(II),ヨウ化カドミウム,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7790-84-3,Cadmium(II) sulfate-water (3/8),cadmiumsulfatewater,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
7790-84-3,Cadmium(II) sulfate-water (3/8),cadmiumsulfatewater,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7790-84-3,カドミウム及びその化合物,カドミウム及びその化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
7790-84-3,カドミウム及びその化合物,カドミウム及びその化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7790-84-3,硫酸カドミウム八水和物,硫酸カドミウム八水和物,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7790-84-3,硫酸カドミウム(II)水和物(3:8),硫酸カドミウム水和物,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7791-13-1,Cobalt(II) chloride hexahydrate,cobaltchloridehexahydrate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
7791-13-1,Cobalt(II) chloride hexahydrate,cobaltchloridehexahydrate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7791-13-1,コバルト及びその無機化合物,コバルト及びその無機化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
7791-13-1,コバルト及びその無機化合物,コバルト及びその無機化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7791-13-1,塩化コバルト(II)六水和物,塩化コバルト六水和物,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7791-20-2,Nickel(II) Chloride Hexahydrate,nickelchloridehexahydrate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
7791-20-2,Nickel(II) Chloride Hexahydrate,nickelchloridehexahydrate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7791-20-2,ニッケル化合物（ニッケルカルボニルを除き、粉状の物に限る。）,ニッケル化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
7791-20-2,ニッケル化合物（ニッケルカルボニルを除き、粉状の物に限る。）,ニッケル化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
7791-20-2,塩化ニッケル六水和物,塩化ニッケル六水和物,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-42-2,Tris(2-ethylhexyl) phosphate,trisphosphate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
78-42-2,りん酸トリス（二―エチルヘキシル）,りん酸トリス,law_entry_raw_name,412CO0000000138:別表第一
78-42-2,りん酸トリス（二―エチルヘキシル）,りん酸トリス,law_mapping_exact_name,412CO0000000138:別表第一
78-42-2,リン酸トリス(2-エチルヘキシル),リン酸トリス,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
78-48-8,トリブチルトリチオホスフエイト,トリブチルトリチオホスフエイト,law_entry_raw_name,340CO0000000002:Article 2
78-48-8,トリブチルトリチオホスフエイト,トリブチルトリチオホスフエイト,law_mapping_exact_name,340CO0000000002:Article 2
78-79-5,Isoprene,isoprene,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
78-79-5,イソプレン,イソプレン,law_entry_raw_name,412CO0000000138:別表第一
78-79-5,イソプレン,イソプレン,law_mapping_exact_name,412CO0000000138:別表第一
78-79-5,イソプレン,イソプレン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
78-83-1,2-Methyl-1-propanol,2methyl1propanol,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
78-83-1,2-Methyl-1-propanol,2methyl1propanol,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-83-1,2-メチルプロパン-1-オール,2メチルプロパン1オル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-83-1,Isobutanol,isobutanol,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
78-83-1,Isobutanol,isobutanol,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-83-1,isobutyl alcohol,isobutylalcohol,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
78-83-1,isobutyl alcohol,isobutylalcohol,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-83-1,イソブタノール,イソブタノル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-83-1,イソブチルアルコール,イソブチルアルコル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
78-83-1,イソブチルアルコール,イソブチルアルコル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-83-1,イソブチルアルコール,イソブチルアルコル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-87-5,"1,2-Dichloropropane","1,2dichloropropane",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
78-87-5,"1,2-Dichloropropane","1,2dichloropropane",ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-87-5,"1,2-ジクロロプロパン","1,2ジクロロプロパン",regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
78-87-5,"1,2-ジクロロプロパン","1,2ジクロロプロパン",ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-92-2,2-Butanol,2butanol,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
78-92-2,2-Butanol,2butanol,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-92-2,2-ブタノール,2ブタノル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
78-92-2,2-ブタノール,2ブタノル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-92-2,Butan-2-ol,butan2ol,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
78-92-2,Butan-2-ol,butan2ol,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-92-2,sec-Butylalcohol,secbutylalcohol,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
78-92-2,sec-Butylalcohol,secbutylalcohol,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-92-2,sec-ブチルアルコール,secブチルアルコル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-92-2,ブタン-2-オール,ブタン2オル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-92-2,二級ブチルアルコール,二級ブチルアルコル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-93-3,2-ブタノン,2ブタノン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-93-3,MEK,mek,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-93-3,Methyl ethyl ketone,methylethylketone,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
78-93-3,Methyl ethyl ketone,methylethylketone,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-93-3,メチルエチルケトン,メチルエチルケトン,law_entry_raw_name,340CO0000000002:Article 2
78-93-3,メチルエチルケトン,メチルエチルケトン,law_mapping_exact_name,340CO0000000002:Article 2
78-93-3,メチルエチルケトン,メチルエチルケトン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
78-93-3,メチルエチルケトン,メチルエチルケトン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
78-97-7,：アセトアルデヒドシアンヒドリン,:アセトアルデヒドシアンヒドリン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
78-97-7,Lactonitrile; Acetardehyde cyanhydrin,lactonitrile;acetardehydecyanhydrin,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
78-97-7,ラクトニトリル,ラクトニトリル,law_entry_raw_name,412CO0000000138:別表第二
78-97-7,ラクトニトリル,ラクトニトリル,law_mapping_exact_name,412CO0000000138:別表第二
78-97-7,ラクトニトリル,ラクトニトリル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
7803-49-8,ヒドロキシルアミン,ヒドロキシルアミン,law_entry_raw_name,340CO0000000002:Article 2
7803-49-8,ヒドロキシルアミン,ヒドロキシルアミン,law_mapping_exact_name,340CO0000000002:Article 2
7803-55-6,メタバナジン酸アンモニウム,メタバナジン酸アンモニウム,law_entry_raw_name,340CO0000000002:Article 2
7803-55-6,メタバナジン酸アンモニウム,メタバナジン酸アンモニウム,law_mapping_exact_name,340CO0000000002:Article 2
7803-57-8,ヒドラジン一水和物,ヒドラジン一水和物,law_entry_raw_name,340CO0000000002:Article 2
7803-57-8,ヒドラジン一水和物,ヒドラジン一水和物,law_mapping_exact_name,340CO0000000002:Article 2
78587-05-0,"（4RS,5RS）‐5‐（4‐クロロフェニル）‐N‐シクロヘキシル‐4‐メチル‐2‐オキソ‐1,3‐チアゾリジン‐3‐カルボキサミド","5nシクロヘキシル4メチル2オキソ1,3チアゾリジン3カルボキサミド",regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
78587-05-0,hexythiazox; trans-5-(4-chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-3-thiazolidine-carboxamide,hexythiazox;trans5ncyclohexyl4methyl2oxo3thiazolidinecarboxamide,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
78587-05-0,ヘキシチアゾクス,ヘキシチアゾクス,law_entry_raw_name,412CO0000000138:別表第二
78587-05-0,ヘキシチアゾクス,ヘキシチアゾクス,law_mapping_alias,412CO0000000138:別表第二
78587-05-0,ヘキシチアゾクス,ヘキシチアゾクス,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
78587-05-0,（四ＲＳ・五ＲＳ）―五―（四―クロロフェニル）―Ｎ―シクロヘキシル―四―メチル―二―オキソ―一・三―チアゾリジン―三―カルボキサミド,五nシクロヘキシル四メチル二オキソ一・三チアゾリジン三カルボキサミド,law_entry_raw_name,412CO0000000138:別表第二
79-00-5,"1,1,2-Trichloroethane","1,1,2trichloroethane",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
79-00-5,"1,1,2-トリクロロエタン","1,1,2トリクロロエタン",regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
79-00-5,一・一・二―トリクロロエタン,一・一・二トリクロロエタン,law_entry_raw_name,346CO0000000300:別表第三の二
79-00-5,一・一・二―トリクロロエタン,一・一・二トリクロロエタン,law_mapping_static_law_mapping,346CO0000000300:別表第三の二
79-01-6,Trichloroethylene,trichloroethylene,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
79-01-6,Trichloroethylene,trichloroethylene,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
79-01-6,トリクロロエチレン,トリクロロエチレン,law_entry_raw_name,346CO0000000300:別表第三の二
79-01-6,トリクロロエチレン,トリクロロエチレン,law_entry_raw_name,349CO0000000202:Article 2
79-01-6,トリクロロエチレン,トリクロロエチレン,law_entry_raw_name,412CO0000000138:別表第一
79-01-6,トリクロロエチレン,トリクロロエチレン,law_mapping_exact_name,349CO0000000202:Article 2
79-01-6,トリクロロエチレン,トリクロロエチレン,law_mapping_exact_name,412CO0000000138:別表第一
79-01-6,トリクロロエチレン,トリクロロエチレン,law_mapping_static_law_mapping,346CO0000000300:別表第三の二
79-01-6,トリクロロエチレン,トリクロロエチレン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
79-01-6,トリクロロエチレン,トリクロロエチレン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
79-06-1,Acrylamide,acrylamide,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
79-06-1,Acrylamide,acrylamide,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
79-06-1,アクリルアミド,アクリルアミド,law_entry_raw_name,340CO0000000002:Article 2
79-06-1,アクリルアミド,アクリルアミド,law_entry_raw_name,412CO0000000138:別表第一
79-06-1,アクリルアミド,アクリルアミド,law_mapping_exact_name,340CO0000000002:Article 2
79-06-1,アクリルアミド,アクリルアミド,law_mapping_exact_name,412CO0000000138:別表第一
79-06-1,アクリルアミド,アクリルアミド,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
79-06-1,アクリルアミド,アクリルアミド,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
79-06-1,プロペンアミド,プロペンアミド,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
79-10-7,アクリル酸,アクリル酸,law_entry_raw_name,340CO0000000002:Article 2
79-10-7,アクリル酸,アクリル酸,law_mapping_exact_name,340CO0000000002:Article 2
79-11-8,Chloroacetic acid [monochloroacetic acid],chloroaceticacid[monochloroaceticacid],regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
79-11-8,クロロ酢酸,クロロ酢酸,law_entry_raw_name,412CO0000000138:別表第一
79-11-8,クロロ酢酸,クロロ酢酸,law_mapping_exact_name,412CO0000000138:別表第一
79-11-8,クロロ酢酸【モノクロロ酢酸】,クロロ酢酸【モノクロロ酢酸】,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
79-14-1,グリコール酸,グリコル酸,law_entry_raw_name,340CO0000000002:Article 2
79-14-1,グリコール酸,グリコル酸,law_mapping_exact_name,340CO0000000002:Article 2
79-19-6,チオセミカルバジド,チオセミカルバジド,law_entry_raw_name,340CO0000000002:Article 2
79-19-6,チオセミカルバジド,チオセミカルバジド,law_mapping_exact_name,340CO0000000002:Article 2
79-20-9,酢酸メチル,酢酸メチル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
79-20-9,酢酸メチル,酢酸メチル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
79-21-0,Peroxyacetic acid,peroxyaceticacid,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
79-21-0,過酢酸,過酢酸,law_entry_raw_name,412CO0000000138:別表第一
79-21-0,過酢酸,過酢酸,law_mapping_exact_name,412CO0000000138:別表第一
79-21-0,過酢酸,過酢酸,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
79-24-3,Nitroethane,nitroethane,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
79-24-3,ニトロエタン,ニトロエタン,law_entry_raw_name,412CO0000000138:別表第二
79-24-3,ニトロエタン,ニトロエタン,law_mapping_exact_name,412CO0000000138:別表第二
79-24-3,ニトロエタン,ニトロエタン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
79-34-5,"1,1,2,2-Tetrachloroethane","1,1,2,2tetrachloroethane",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
79-34-5,"1,1,2,2-Tetrachloroethane","1,1,2,2tetrachloroethane",ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
79-34-5,"1,1,2,2-テトラクロロエタン","1,1,2,2テトラクロロエタン",regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
79-34-5,"1,1,2,2-テトラクロロエタン","1,1,2,2テトラクロロエタン",ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
79-34-5,Tetrachloroacetylene,tetrachloroacetylene,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
79-34-5,Tetrachloroacetylene,tetrachloroacetylene,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
79-34-5,一・一・二・二―テトラクロロエタン,一・一・二・二テトラクロロエタン,law_entry_raw_name,412CO0000000138:別表第一
79-34-5,四塩化アセチレン,四塩化アセチレン,law_entry_raw_name,412CO0000000138:別表第一
79-34-5,四塩化アセチレン,四塩化アセチレン,law_mapping_alias,412CO0000000138:別表第一
79-34-5,四塩化アセチレン,四塩化アセチレン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
79-41-4,Methacrylic acid,methacrylicacid,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
79-41-4,メタクリル酸,メタクリル酸,law_entry_raw_name,340CO0000000002:Article 2
79-41-4,メタクリル酸,メタクリル酸,law_entry_raw_name,412CO0000000138:別表第一
79-41-4,メタクリル酸,メタクリル酸,law_mapping_exact_name,340CO0000000002:Article 2
79-41-4,メタクリル酸,メタクリル酸,law_mapping_exact_name,412CO0000000138:別表第一
79-41-4,メタクリル酸,メタクリル酸,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
79-57-2,Oxytetracycline,oxytetracycline,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
79-57-2,オキシテトラサイクリン,オキシテトラサイクリン,law_entry_raw_name,412CO0000000138:別表第一
79-57-2,オキシテトラサイクリン,オキシテトラサイクリン,law_mapping_alias,412CO0000000138:別表第一
79-57-2,オキシテトラサイクリン,オキシテトラサイクリン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
79-57-2,（四Ｓ・四ａＲ・五Ｓ・五ａＲ・六Ｓ・一二ａＳ）―四―（ジメチルアミノ）―三・五・六・一〇・一二・一二ａ―ヘキサヒドロキシ―六―メチル―一・一一―ジオキソ―一・四・四ａ・五・五ａ・六・一一・一二ａ―オクタヒドロテトラセン―二―カルボキサミド,四三・五・六・一〇・一二・一二aヘキサヒドロキシ六メチル一・一一ジオキソ一・四・四a・五・五a・六・一一・一二aオクタヒドロテトラセン二カルボキサミド,law_entry_raw_name,412CO0000000138:別表第一
79-92-5,Camphene (mixed optical isomers),camphene,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
79-92-5,カンフェン,カンフェン,law_entry_raw_name,412CO0000000138:別表第一
79-92-5,カンフェン,カンフェン,law_mapping_alias,412CO0000000138:別表第一
79-92-5,カンフェン（光学異性体mix）,カンフェン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
79-92-5,二・二―ジメチル―三―メチリデンビシクロ［二・二・一］ヘプタン,二・二ジメチル三メチリデンビシクロ[二・二・一]ヘプタン,law_entry_raw_name,412CO0000000138:別表第一
79538-32-2,"2,3,5,6-Tetrafluoro-4-methylbenzyl (Z)-3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate; Tefluthrin","2,3,5,6tetrafluoro4methylbenzyl32,2dimethylcyclopropanecarboxylate;tefluthrin",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
79538-32-2,"2,3,5,6-テトラフルオロ-4-メチルベンジル=（Z）-3-（2-クロロ-3,3,3-トリフルオロ-1-プロペニル）-2,2-ジメチルシクロプロパンカルボキシラート","2,3,5,6テトラフルオロ4メチルベンジル=32,2ジメチルシクロプロパンカルボキシラト",regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
79538-32-2,テフルトリン,テフルトリン,law_entry_raw_name,340CO0000000002:Article 1
79538-32-2,テフルトリン,テフルトリン,law_entry_raw_name,340CO0000000002:Article 2
79538-32-2,テフルトリン,テフルトリン,law_entry_raw_name,412CO0000000138:別表第一
79538-32-2,テフルトリン,テフルトリン,law_mapping_alias,340CO0000000002:Article 1
79538-32-2,テフルトリン,テフルトリン,law_mapping_alias,340CO0000000002:Article 2
79538-32-2,テフルトリン,テフルトリン,law_mapping_alias,412CO0000000138:別表第一
